name,category,ingredient
칠리두부강정,메인요리 초대요리 안주,두부 땅콩 호두 실파 깨 전분가루 소금 후추 스위트칠리소스 고추장 간장 맛술 올리고당 다진마늘 식용유
채소피클,간단요리 밑반찬,오이 무 적양배추 양파 미니파프리카 풋고추 레몬 물 식초 설탕 소금 피클링스파이스 월계수잎
차돌박이샐러드, ,차돌박이 영양부추 양파 칼라방울토마토 어린잎새싹 맛술 참기름 다진마늘 소금 후추 간장 식초 유자청 연와사비 다진마늘 참기름 깨 후추
새우카츠샌드,메인요리 간식 양식 일식 도시락,식빵 새우 양배추 로켓잎(또는 치커리) 밀가루 빵가루 달걀 마요네즈 돈가스 소스 소금 후추
고구마견과류 맛탕,간식,고구마 모듬견과류 검은깨 식용유 물 올리고당 생강즙
오삼불고기 덮밥,메인요리 초대요리 한식,돼지고기(불고기용) 오징어 양파 당근 청고추 붉은고추 대파 팽이버섯 깻잎 고추장 고춧가루 진간장 설탕 올리고당 굴소스 맛술 다진마늘 참기름 후춧가루
모둠쌈밥,초대요리 메인요리 도시락,밥 다진쇠고기 양배추 케일 잎채소 새송이버섯(작은 사이즈) 참기름 깨 참기름 다진마늘 후추 된장 고추장 맛술 올리고당 다진마늘 물
자몽청,초대요리 간식,자몽 설탕 꿀
꽃초밥,메인요리 초대요리 일식,밥 새우 참치(또는 훈제연어) 달걀 와사비 식초 설탕 소금
아란치니,메인요리 간식 초대요리 양식,밥 베이컨 양파 파프리카 피자치즈 밀가루 달걀 빵가루 어린잎 새싹 식용유 시판 토마토소스 다진 양파 다진 토마토 올리브유 레몬즙 파슬리가루 소금 후추
소시지랩밥,메인요리 간식,밥 비엔나소시지 단무지 달걀 잎상추 김 맛술 소금 후추 참기름 카레가루 소금
단호박달걀찜,초대요리 메인요리 일식,단호박 달걀 우유 맛술 소금 후추
모닝빵 핫도그,메인요리 간식 양식 분식 도시락,모닝빵 비엔나 소시지 치커리 체더치즈 슬라이스 양파 오이피클 케첩 머스터드 마요네즈 머스터드
아마란스 샐러드,초대요리 양식 다이어트 다이어트 키토,아마란스 새송이버섯 느타리버섯 토마토 적채 로메인 올리브 오일 발사믹 식초 올리고당 소금 후추
연근튀김,초대요리 메인요리 일식 안주,연근 식용유 파슬리가루 튀김가루 찬물 마요네즈 식초 올리고당 파마산 치즈가루 다진마늘 파슬리가루 후추
쇠고기편채,메인요리 초대요리,쇠고기(불고기용 등심 또는 안심) 적양파 빨강 노랑 초록 파프리카 영양부추 팽이버섯 간장 물 식초 설탕 연겨자 다진마늘 후추
허니포테이토 그라탱,초대요리 양식 메인요리,감자 베이컨 피자치즈 소금 후추 생크림 파마산 치즈가루 소금 후추 카망베르 치즈 후레쉬 모차렐라치즈 파마산 치즈(블럭) 꿀 파슬리가루
돼지고기 김치찌개,메인요리,돼지고기(앞다리살 또는 목살) 배추김치 두부 대파 다시마 멸치물 고춧가루 김치국물 맛술 다진마늘 소금 생강가루 후추
멘보샤,메인요리 초대요리 안주 중식,식빵 새우 감자 소금 후추 달걀 흰자 전분 올리브유 피자치즈 소금 후추 시판 칠리소스
와일드라이스 샐러드,다이어트,와일드라이스 보리쌀 로메인 토마토 비트 적채 리코타치즈 올리브유 식초 올리고당 머스터드 소금 후추 (파슬리가루 또는 타임)
과카몰리,초대요리 간단요리 양식 안주 키토 간식,아보카도 라임 토마토 적양파 할라피뇨 다진 마늘 소금 파슬리
오징어채볶음,간단요리 한식 밑반찬,오징어채 식용유 참기름 통깨 고추장 올리고당 맛술 마요네즈 설탕 간장 고운 고춧가루 다진마늘 물 후추
훈제오리샐러드,초대요리,훈제오리 빨간 파프리카 레드양파 (또는 흰양파) 오렌지 잎채소 올리브유 식초 올리고당 소금 후추 오렌지주스
양지 미역국,메인요리,건미역 쇠고기(양지머리) 참기름 국간장 다진마늘 참기름 소금 후추 국간장 참치액젓 다진마늘 소금 후추
묵은지쌈밥,초대요리 메인요리 도시락,밥 묵은지(또는 잘 익은 배추김치) 무순 달걀 맛살 미나리 된장 고추장 올리고당 고추가루 다진마늘 참기름 깨
메추리알 감자샐러드,양식,메추리알 감자 오이 베이컨 잎채소 아몬드 슬라이스 파슬리 마요네즈 머스터드 소스 올리고당 소금 후추
크루아상 크래미샌드위치,양식 간식 도시락,크루아상 크래미 양파 오이피클 토마토 치커리 (또는 잎채소) 머스터드 마요네즈 허니 머스터드 올리고당 소금. 후추
고추잡채와 가지전,초대요리 메인요리,채 썬 돼지고기 가지 달걀 청피망 홍고추 양파 참기름 달걀 밀가루 식용유 달걀흰자 전분 다진마늘 소금 후추 굴소스 맛술 간장 소금 후추 연겨자 설탕 식초 간장 물
하와이안무스비,메인요리 초대요리 양식 간식 도시락,밥 스팸 달걀 오이 묵은지 김밥용 김 깨 참기름 소금 달걀 맛술 소금 후추
함박스테이크,초대요리 메인요리 양식,다진 쇠고기 다진 돼지고기 양파 양송이버섯 버터 올리브유 빵가루 달걀 케첩 머스터드소스 다진마늘 소금 후추 물 돈가스소스 케첩 소금 후추
할로윈오픈버거,초대요리 간식 양식,모닝빵 마요네즈 슬라이스치즈 다진 쇠고기 다진 돼지고기 양파 빵가루 케첩 굴소스 다진 마늘 소금.후추
딸기요거트스무디,초대요리 간식 간단요리,딸기 생크림 딸기요거트 설탕 피스타치오 민트 잎
봄채소겉절이,간단요리,봄동 유채 돌나물 오이 사과 깨 고춧가루 멸치액젓 설탕 식초 간장 유자청 다진마늘 참기름
단호박팬케이크,간식 양식 베이킹,단호박 꿀 핫케이크믹스 우유 달걀
주꾸미샤브샤브,초대요리 메인요리 안주,주꾸미 봄동 미나리 만가닥버섯 청양고추 대파 무 국간장 맛술 소금 간장 맛술 고추냉이 레몬즙 물 다시마 멸치 마늘
리코타치즈,초대요리,우유 생크림 레몬즙 소금
과일샌드위치,일식 간식 도시락,식빵 생크림 설탕 딸기 키위 포도 황도 통조림
달걀말이새우볶음밥,메인요리 간식 도시락,밥 달걀 새우살 양파 애호박 치즈슬라이스 김 참기름 깨 굴소스 케첩 다진 마늘 소금 후추
두부샌드조림,초대요리 밑반찬 메인요리,두부 다진쇠고기 표고버섯 김 대파 전분가루 식용유 간장 설탕 다진마늘 후추 물 간장 맛술 설탕 다진마늘 참기름 후추
쇠고기치즈롤튀김,초대요리 메인요리 양식 안주,쇠고기(불고기용등심) 달걀 밀가루 모짜렐라치즈 양파 새송이 파프리카 어린잎
닭가슴살샐러드,초대요리 다이어트,닭가슴살 양파 로메인 라디치오 토마토 이태리파슬리 우유 올리브유 올리브유 맛술 머스터드 다진 마늘 소금. 후추 로즈마리 올리브유 간장 식초 다진 양파 설탕 참기름 다진 마늘 소금. 후추
봉골레파스타,초대요리 양식,스파게티 바지락 마늘 방울토마토 양파 페페론치노 (또는 건고추 2개) 이태리파슬리 올리브오일 화이트와인 스파게티 삶은물 소금. 후추
배추만두,초대요리,돼지고기 갈은 것 냉동 새우살 잘 익은 김치 부추 양파 느타리버섯 굴소스 맛술 다진 마늘 참기름 소금. 후추 밀가루(중력분) 물 식용유 소금 밀가루(중력분) 시금치즙 식용유 소금
불고기퀘사디아,초대요리 간식 양식 퓨전,쇠고기등심(불고기용) 토르티야 체더슬라이스치즈 피자치즈 양파 파프리카 시판 토마토소스 간장 다진 마늘 후추 설탕
참치타다키,초대요리 메인요리 일식,냉동참치 어린잎채소 라임 또는 레몬 래디사 올리브오일 통깨 소금. 후추 올리브오일 다진 사과 홀그레인머스터드 식초 소금 후추 라임즙 또는 레몬즙
새송이버섯 메추리알장조림,한식 밑반찬,메추리알 새송이버섯 깨 다시마 멸치 청양고추 마늘 물 다시마물 간장 설탕 맛술 올리고당 후추
치즈닭갈비,초대요리 안주 안주 퓨전,닭다리살 고구마 양파 양배추 청양고추 홍고추 대파 깻잎 떡볶이 떡 모차렐라치즈 우유 고추장 고춧가루 맛술 간장 설탕 다진 마늘 올리고당 카레가루 생강즙 참기름 후추 깨
딸기롤프렌치토스트,간식 양식,식빵 딸기 크림치즈 누텔라(초코잼) 버터 슈가파우더 달걀 우유 설탕 계피가루 소금
배꿀찜,초대요리 메인요리,배 대추 생강 통계피 꿀
고구마치즈스틱,간식,고구마 모차렐라 치즈(스틱) 달걀 밀가루 빵가루 파슬리가루 버터
맛살핫도그,간식 분식,어묵 맛살 식용유 스위트 칠리소스 나무꼬치 핫케이크가루 우유 달걀
오색떡국,메인요리 초대요리,떡국용 떡 다진 쇠고기 대파 달걀 간장 다진 마늘 설탕 참기름 후추가루 다시마물 국간장 다진 마늘 소금. 후추
LA갈비와 부추무침,메인요리 초대요리,LA갈비 영양부추 팽이버섯 다진 실파 다진 잣 배즙 양파즙 올리고당 설탕 물 간장 맛술 다진 마늘 참기름 생강즙 후추 검은깨 간 것 잣가루 소금 후추
치즈오믈렛,양식 간단요리,달걀 체더슬라이스 버터 우유 소금. 후추 토마토 양파 올리브유 케첩 핫소스 설탕 식초 파슬리가루 레몬즙 소금.후추
궁중떡볶이,초대요리 간식 분식,떡볶이떡 쇠고기(불고기용) 표고버섯 파프리카 당근 참기름 깨 간장 올리고당 참기름 간장 설탕 다진 마늘 참기름 후추
피시앤칩스,초대요리 양식 안주,대구 또는 명태 감자 레몬 튀김가루 식용유 케첩 허브솔트 튀김가루 찬 맥주 소금. 후추 마요네즈 설탕 식초 다진 양파 다진 피클 레몬즙 파슬리가루 소금. 후추
달걀빵,초대요리 간식 베이킹,달걀 슬라이스햄 피자치즈 파슬리가루 버터 핫케이크가루 달걀 우유
인절미토스트,초대요리 간식 간단요리,식빵 인절미 볶은 콩가루 버터 꿀 아몬드 슬라이스
달래오코노미야키,초대요리 메인요리 안주 일식,양배추 달래 오징어 베이컨 양파 달걀 부침가루 물 소금. 후추 돈가스 소스 마요네즈 가쓰오부시
꼬막비빔국수,초대요리 메인요리,꼬막 소면 깻잎 봄동 어린잎채소 깨 간장 고춧가루 고추장 맛술 식초 설탕 올리고당 다진 마늘 후추
카레우동,초대요리 메인요리 일식,쇠고기 우동면 양파 대파 카레가루 다진 마늘 버터 소금.후추 물 다시마 멸치
수육전골,초대요리,쇠고기 양지 부추 팽이버섯 대파(녹색부분) 양파 마늘 생강 통후추 간장 물 맛술 설탕 식초 양파 청양고추 시판 사골육수 소금. 후추
찹스테이크,메인요리 초대요리 양식,쇠고기 등심 파프리카(빨간색) 양송이버섯 오이고추 마늘 양파 올리브유 버터 파슬리가루 스테이크소스 케첩 굴소스 머스터드소스 다진 마늘 소금. 후추
초코구겔호프,간식 초대요리 베이킹,버터 설탕 바닐라설탕 소금 달걀 밀가루 (박력분) 아몬드가루 코코아가루(무가당) 베이킹파우더 우유 슈가파우더 라즈베리 블랙베리 민트잎
토마토소스미트볼,초대요리 양식,다진 쇠고기 다진 돼지고기 양파 당근 빵가루 케첩 머스터드 달걀 다진 마늘 소금 후추 시판 토마토 소스 물 파르메산 치즈가루 파슬리가루
에그베네딕트,초대요리 양식,달걀 슬라이스햄 시금치 토마토 잉글리쉬머핀 다진마늘 파슬리가루 후추 마요네즈 씨겨자(또는 머스터드) 물 식초 소금 버터 달걀노른자 레몬즙(또는 식초) 소금 후추
버섯오픈샌드위치,간식 간단요리,바게트슬라이스 느타리버섯 올리브오일 메추리알 파슬리 크림치즈 식용유 소금.후추
뱅쇼,간식 초대요리,레드와인 오렌지 베이킹소다 사과 레몬 정향 설탕 통계피
버섯굴전골,메인요리 초대요리 간단요리,굴 무 홍고추.청양고추 배추 잎 미나리 버섯(느타리.새송이.만가닥) 대파 다시마육수 맛술 국간장 굵은 소금 다진 마늘 후추
치킨윙,메인요리 간식 초대요리 양식 안주,닭날개 우유 칠리소스 허니머스타드 올리브오일 올리브오일 맛술 굴소스 올리고당 다진 마늘 카레가루 소금.후추 파슬리가루 로즈메리
차돌박이덮밥,초대요리 메인요리 간단요리 일식,밥 쇠고기 차돌박이 양파 실파 김 달걀 식초. 소금 물 다시마 가쓰오부시 간장 맛술 설탕 소금 후추
양파튀김,간식 초대요리 안주,양파 식용유 튀김가루 고운 고춧가루 파르메산치즈가루 카레가루 파슬리가루 소금.후추 우유 달걀노른자 마요네즈 파르메산치즈가루 식초 올리고당 다진 마늘 후추
관자그라탱,초대요리 양식 메인요리,관자 올리브오일 양파 마늘 브로콜리 콜리플라워 소금. 후추 피자치즈. 체더치즈 파슬리가루 버터 밀가루 우유 피자치즈 체더치즈
스키야키,메인요리 일식 안주 키토 초대요리,쇠고기등심 두부 실곤약 표고버섯 배추 양파 대파 쑥갓 다시마육수 달걀 우동면 맛술 간장 청주 설탕
굴보쌈,메인요리 초대요리 안주,돼지고기 통삼겹살 굴 무채 고춧가루 쪽파 알배추 굵은 소금.통깨 물 청주 된장 대파 양파 월계수 마늘 생강 굵은 소금 통후추 고춧가루 멸치액젓 맛술 올리고당 다진 마늘 설탕
새우완자전골,메인요리 초대요리 중식,새우살 청경채 대파 만가닥버섯 녹말가루 달걀흰자 다진 대파 다진 마늘 소금 후추 물 멸치 다시마 마른 고추 무 맛술 다진 마늘 굵은 소금.후추
