name,category,ingredient
삼겹살 덮밥,메인요리,삼겹살 양파 쪽파 밥 통깨 맛술 굴소스 간장 설탕 물엿 다진 마늘 물 생강가루 후춧가루
불고기 가지 파니니,퓨전 간식,치아바타 가지 피자 치즈 (다른 치즈로 대체 가능) 올리브오일 소금 후춧가루 소고기 (불고기용) 간장 청주 설탕 다진 마늘 (생략 가능) 후춧가루
옥수수 듬뿍 토스트,간식,식빵 체다치즈 파슬리 설탕 크림치즈 당근 옥수수 모짜렐라치즈 다진 옥수수 마요네즈 레몬즙 연유
꽃비빔밥과 훈제오리고추장,메인요리,도라지 고사리 느타리버섯 양파 애호박 당근 구운 훈제오리 참기름 소금 카놀라유 소금 다진 마늘 참기름 쪽파 후추 국간장 다진 마늘 참깨 들기름 소금 참기름 쪽파 후추 고추장 올리고당 참기름 양파 다진 마늘 대파 (10cm) 카놀라유 식용꽃 달걀프라이
탄두리치킨,메인요리,닭다리 닭날개 꿀 소금 후추 맛술 인델리카레가루 파프리카고춧가루 칠리소스 플레인요거트 올리브유 다진 마늘 다진 생강 간 양파 후추
백합 조개탕,메인요리,찬 생수 백합조개 청주 홍고추 청양고추 대파 (10cm) 다진 마늘 소금
사과즙나박김치,밑반찬,알배추 무우 당근 오이 쪽파 미나리 천일염 사과즙 고춧가루 꽃소금 다진 마늘 다진 생강 생수
그린에이드,간식,탄산수 케일(쌈용) 키위 청포도 스피루리나 가루 꿀
냉소바,메인요리,메밀면 생수 디포리 양파 건표고버섯 다시마 생강즙 가쓰오부시 진간장 설탕 맛술 무우 배 쪽파 김가루 참깨
석류모둠피클,밑반찬,석류 빨간 파프리카 주황 파프리카 노랑 파프리카 오이 생수 현미식초 백설탕 피클링스파이스
건새우아욱국,메인요리,아욱 건새우 두부 대파 (10cm) 홍고추 멸치 다시마 육수 다진 마늘 된장 소금
블루레모네이드,간식,탄산수 블루큐라소 시럽 레몬 백설탕
날치알 투움바 파스타,양식,스파게티면 펜네 카놀라유 베이컨 마늘 날치알 피망 대파 (10cm) 양파 양송이 고운 고춧가루 휘핑크림 우유 파마산 치즈 가루 체다치즈 소금
치마살구이,메인요리 키토,치마살 배 당근 잣가루 다진 마늘 진간장 매실청 올리고당 설탕
호박잎 고추장찌개,메인요리,감자 호박잎 애호박 양파 대파 (10cm) 다진 마늘 청양고추 느타리버섯 고춧가루 멸치 다시마 육수 고추장 집된장 국간장 소금
후르츠워터젤리,간식,크랜베리 주스 후르츠통조림 후르츠통조림 국물 블루베리 젤라틴가루
메이플크로켓,간단요리,시판 감자만두 빵가루 파슬리 견과류 카놀라유 메이플시럽 진간장 꿀
호두퐁듀떡볶이,메인요리,구멍 떡볶이떡 버터 마늘 베이컨 양파 소금 후추 우유 볶은 호두 모짜렐라 치즈 휘핑크림
피자불고기덮밥과 명란마요소스,메인요리,앞다리살(불고기용) 양파 당근 대파 (10cm) 청양고추 카놀라유 청주 소금 후추 우유 스파게티소스 피자소스 올리고당 두반장 설탕 후추 명란젓 마요네즈 고운 고춧가루 고추냉이 식초 맛술
소고기숙주볶음밥,메인요리,소고기 숙주나물 새송이버섯 오복채 쪽파 당근 밥 버터 굴소스 후리가케 카놀라유 소금
갈릭 토스트,간식,식빵 달걀 베이컨 파슬리 버터 다진 마늘 설탕 올리고당
사천식잡채,메인요리,납작당면 돼지고기 홍피망 청피망 부추 양파 카놀라유 진간장 참기름 참깨 소금 청주 후추 소금 다진 마늘 고추씨기름 굴소스 올리고당
곤드레나물밥,간단요리,냉동 곤드레나물 소고기 다짐육 당근 밥 카놀라유 참깨 국간장 다진 마늘 들기름 소금 올리고당 다진 마늘
새우간장깐풍기,메인요리,칵테일새우 카놀라유 검은깨 올리브유 마늘 청양고추 홍고추 진간장 올리고당 굴소스 흑설탕 생수 튀김가루 녹말가루
미소 청국장,한식,두부 애호박 양파 청양고추 대파 (10cm) 멸치 다시마 육수 청국장 된장 다진 마늘 고춧가루
케일쌈밥과 멸치쌈장,메인요리,혼합잡곡밥 데친 케일(쌈용) 마른 멸치(중간 크기) 양파 카놀라유 된장 다진 마늘 쌀뜨물 쪽파 참기름 참깨
모둠나물피자전,메인요리,모짜렐라 치즈 부침가루 피자소스 카놀라유 옥수수 통조림 시금치 당근 양파 데친 고사리 연근 햄
건강영양밥,메인요리,멥쌀 찹쌀 호박고구마 단호박 맛밤 표고버섯 생수 소고기 다짐육 카놀라유 맛술 소금 후추 쪽파 멸치 다시마 육수 진간장 참기름 매실액 참깨
장어덮밥,메인요리,밥 민물장어 카놀라유 맛술 청주 데리야끼 소스 청양고추 마늘즙 생강즙 멸치 다시마 육수 무순 달걀 흰자 지단 달걀 노른자 지단 생강
크림카레떡볶이와 감자크림소스,메인요리,구멍 떡볶이떡 버터 양파 브로콜리 파프리카고춧가루 생수 카레가루 삶은감자 휘핑크림 우유 소금 설탕
김치쌀국수,퓨전,쌀국수 건면 차돌박이 적양파 숙주나물 다시마 멸치 육수 쌀국수 장국 홍고추 김치 쪽파 식초 설탕
흑마늘 핫도그,간식,소시지 카놀라유 설탕 케첩 허니머스터드 핫케이크가루 튀김가루 생수 흑마늘즙
토마토두부카프레제와 라임드레싱,채식,슬라이스 토마토 슬라이스 순두부 어린잎 채소 발사믹 드레싱 양파 오이피클 오이피클 국물 라임즙 휘핑크림 마요네즈 꿀 양파시즈닝 가루
전복양념구이,메인요리,전복 카놀라유 참깨 생수 버터 다진 마늘 고운 고춧가루 꿀 고추장
크래미달걀탕,메인요리,달걀 대파 (10cm) 크래미 국간장 소금 멸치 다시마 육수 양파 당근 표고버섯
참가자미미역국,한식,참가자미(大) 생수 맛술 소금 건미역 고춧가루. 다진 마늘 다진 생강 들깨가루 들기름 국간장
나시고랭밥말이봉봉,간단요리,라이스페이퍼 햄 양파 밥 굴소스 쪽파 흑임자 카놀라유
들깨무채국,한식,무우 멸치 다시마 육수 다진 마늘 들기름 들깨가루 국간장 소금
삼색밀전병과 겨자소스,메인요리,카놀라유 표고버섯 당근 소금 달걀 흰자 지단 달걀 노른자 지단 오이 껍질 진간장 설탕 참기름 메밀가루 물 소금 밀가루 당근즙 물 소금 잣가루 밀가루 시금치가루 물 소금 연겨자 진간장 배즙 연유 매실액
목살오향장육과 잣마늘소스,메인요리 키토,보쌈용 목살 흑설탕 올리고당 진간장 생수 팔각 월계수잎 통마늘 통생강 계피 잣가루 다진 마늘 소금 유자청 매실액 꿀
유부만둣국,메인요리,유부 주머니 부추 다시마 멸치 육수 무우 표고버섯 대파 (10cm) 국간장 카놀라유 청주 소금 후추 다짐육 부추 당면 대파 (10cm) 두부 참기름 소금 후추
배깍두기,밑반찬,배 쪽파 고춧가루 소금 참깨 다진 마늘 매실액 멸치액젓
삼색 달걀찜,밑반찬,참기름 우유 달걀 노른자 소금 우유 달걀 달걀 흰자 시금치 소금 우유 달걀 달걀 흰자 당근 빨간 파프리카 소금
베트남샐러드와 흑임자코코넛드레싱,메인요리,닭가슴살 당근 오이 적채 사과 노란 파프리카 청주 마늘 양파 무우 소금 후추 흑임자 레몬즙 사과 마요네즈 설탕 매실액 플레인요거트 코코넛밀크 소금
꽃게두붓국,메인요리,꽃게 미더덕 고추가루 쑥갓 생수 무우 다시마 (10*10cm) 된장 대파 (10cm) 느타리버섯 두부 청양고추 홍고추 다진 마늘 국간장 소금
맛살숙주나물무침,밑반찬,숙주나물 맛살 쪽파 소금 참깨 참기름 참깨 국간장 소금
삼색 인절미 크루아상,간식,크루아상 콩고물 인절미 흑임자 인절미 카스텔라 인절미 볶은 콩가루 연유
골뱅이 비빔밥,메인요리,골뱅이통조림 밥 김가루 숙주나물 부추 참기름 소금 다진 마늘 골뱅이통조림 국물 참기름 매실액 올리고당 고추장 무우 비트 콜라비 설탕 식초 소금
섬초 된장국,한식,섬초 홍고추 멸치 다시마 육수 된장 다진 마늘
팔락파니르,메인요리,브로콜리 시금치 우유 버터 양파 당근 감자 체다치즈 밥 생수 시판용 카레가루
양념어묵꼬치,간단요리,데친 꼬치어묵 헴프씨드 고춧가루 다진 마늘 청양고추 멸치다시마육수 올리고당 고추장
호두바사삭치킨,메인요리,냉장 닭다리살 호두분태 카놀라유 진간장 후추 생수 치킨튀김가루 파슬리 청양고추 홍고추
고추 참치 비빔밥,메인요리,밥 래디쉬 상추 깻잎 참치통조림 쪽파 양파 옥수수통조림 감자 당근 청양고추 홍고추 카놀라유 진간장 생수 고추장 올리고당 카놀라유 검은깨 김가루
얼큰 해물 수제비,메인요리,감자 고춧가루 오징어 바지락 애호박 양파 홍고추 청양고추 대파(20cm) 국간장 소금 중력분 물 올리브유 아마씨가루 소금 멸치 다시마 육수 고추장 다진 마늘
그린아스파라거스밥버거,메인요리,쌀밥 체다치즈 달걀프라이 그린 아스파라거스 버터 후리가케 참기름 소금 참치캔(중간 사이즈) 마요네즈 김밥용 단무지 김치 고추장 소시지 양파 카놀라유
케이준샐러드,메인요리,닭안심살 아보카도 양상추 로메인상추 라디치오 밀가루 달걀 빵가루&파슬리 카놀라유 홀그레인머스터드 마요네즈 꿀 플레인요거트(小) 겨자
칼라만시 과일 피클,밑반찬,배 청포도 적포도 현미식초 칼라만시액 생수 백설탕 통후추 피클링스파이스
마늘볶음밥과 단호박짜장소스,중식,밥 마늘 쪽파 카놀라유 소금 돼지고기 등심 설탕 단호박(작은 사이즈) 감자 당근 적양파 춘장 생수 짜장가루 후추 다진 마늘 맛술
새우 품은 주먹밥,간단요리,칵테일 새우 버터 카놀라유 소금 밥 당근 애호박 양파 쪽파 후리가케 참깨
단호박호두롤가스,메인요리,등심 단호박(작은 사이즈) 마요네즈 호두 카놀라유 밀가루 달걀 빵가루 파슬리 우유 청주 소금 후추
마늘종 덮밥,간단요리 퓨전 메인요리,마늘종 다진 돼지고기 밥 홍고추 참기름 통깨 고추기름 (식용유로 대체 가능) 생강가루 소금 후춧가루 맛술 두반장 굴소스 간장 다진 마늘 물엿 설탕 베트남 고추
콩자반,밑반찬 한식 메인요리,검은콩 (서리태) 물 (콩 불린 국물) 물엿 통깨 간장 설탕 물엿
모둠 콩 샐러드,채식 다이어트 키토,불린 병아리콩 강낭콩 통조림 불린 렌틸콩 옥수수 통조림 양파 케일 (생략 가능) 토마토 퓌레 스리라차 소스 올리브오일 레몬즙 소금 후춧가루
호박국,한식,조선호박 대파 홍고추 물 국간장 새우젓
쑥갓무침,밑반찬,쑥갓 홍고추 대파 다진 마늘 소금 참기름 통깨
김장아찌,밑반찬,김 조청 진간장 고추장 밤 생강청
단무지무침,간단요리 밑반찬,통단무지 소금 대파 고추 마늘 참기름 고춧가루 통깨
계란참치만두,메인요리,계란 두부 참치(통조림) 부추 다진 마늘 소금 참기름 식용유
오징어찌개,메인요리,오징어 표고버섯 감자 양파 대파 애호박 물 고추장 고춧가루 다진 마늘 멸치액젓
상추겉절이,밑반찬,상추 대파 배즙 다진 마늘 멸치액젓 생강청 진간장 고춧가루 통깨 참기름
바지락젓갈무침,간단요리 밑반찬,바지락젓갈 고춧가루 홍고추 청고추 소주 다진 마늘 생강청 통깨 참기름 대파
묵은지찜,메인요리,국물용 멸치 묵은지 들기름 된장 다진 마늘 대파 식용유 물
쪽파장아찌,밑반찬,쪽파 식초 진간장 청주 설탕 소금
실 곤약 비빔국수,메인요리 간단요리 다이어트 키토,실 곤약 양배추 깻잎 오이 당근 통깨 고추장 간장 설탕 다진 마늘 식초 참기름 통깨 후춧가루
라자냐,초대요리 양식 메인요리,간 소고기 라자냐 마늘 당근 셀러리 양파 파마산치즈 올리브오일 슈레드 모차렐라 치즈 토마토소스 건 바질 우유 소금 후춧가루
채식 백김치,메인요리 밑반찬 한식 채식,배추 무 쪽파 파프리카 (생략 가능) 배 사과 마늘 생강 굵은 소금 물 다시마 (10*10cm) 찹쌀가루 다시마 물
돌나물 골뱅이무침,한식 안주 메인요리,골뱅이 통조림 돌나물 깻잎 대파 오이 당근 양파 통깨 고춧가루 골뱅이 국물 고추장 간장 맛술 설탕 올리고당 식초 다진 마늘 참기름 후춧가루 통깨
양배추 볶음 우동,간단요리 메인요리,우동면 양배추 양파 쪽파 식용유 면수 다진 마늘 굴소스 간장 멸치액젓 (다른 액젓으로 대체 가능) 올리고당 (설탕으로 대체 가능) 후춧가루 다진 마늘
소라 비빔국수,한식 메인요리,참소라 소면 양파 대파 오이 당근 양배추 잎 통깨 된장 청주 고추장 고춧가루 맛술 간장 설탕 식초 물엿 다진 마늘 참기름 통깨 생강가루 후춧가루
마파비빔면,간단요리 퓨전 메인요리,칼국수면 간 돼지고기 달걀노른자 쪽파 김밥 김 다진 마늘 땅콩 라임 또는 레몬즙 통깨 건고추 (고춧가루 1작은술로 대체 가능) 두반장 굴 소스 간장 후춧가루 맛술 설탕
토마토 고추냉이 샐러드,간단요리 안주,토마토 딜 올리브 오일 꿀 고추냉이 화이트 발사믹 식초 후춧가루 소금
파인애플 오이 샐러드,간단요리 양식 안주,파인애플 오이 양파 라임 고수 라임즙 라임 제스트 (생략 가능) 메이플 시럽 소금 후춧가루 올리브오일
딜 사워크림,간단요리 양식 안주,딜 사워크림 바게트 또는 곡물빵 올리브오일
채식 김치,메인요리 밑반찬 한식 채식,배추 쪽파 무 굵은 소금 따듯한 물 다시마 (4*4cm) 양파 배 사과 마늘 생강 다시마 물 고춧가루 국간장 찹쌀가루 (밀가루로 대체 가능) 다시마 물
연어 카르파초,초대요리 간단요리 안주,연어 필렛 레몬 딜 양파 화이트 와인 식초 올리브오일 소금 후춧가루
뽈뽀 샐러드,간단요리 양식 안주,자숙 문어 감자 그린 올리브 양파 셀러리 파프리카 파우더 (생략 가능) 파슬리 (생략 가능) 올리브오일 소금 후춧가루 레몬즙 화이트 발사믹 식초
명란 구이 플래터,초대요리 간단요리 안주,저염 명란젓 오이 어린잎 채소 (생략 가능) 아보카도 김밥용 김 고추냉이 참기름 소금 후춧가루 식용유 마요네즈 다진 청양고추 설탕 다진 마늘
양배추 스테이크,양식 안주 메인요리,양배추 올리브 오일 간장 후춧가루 버터 허브 가루 (생략 가능) 녹인 버터 레몬즙 다진 마늘 디종 머스타드 후춧가루 파프리카 파우더 파슬리 가루
발사믹 양파 구이,양식 안주,양파 로즈마리 (생략 가능) 녹인 버터 올리브오일 발사믹 식초 설탕 소금 후춧가루
전복 영양 솥밥,초대요리 메인요리,쌀 전복 당근 깐 은행 다시마 육수 참기름 양조간장 청주
두릅 바지락 솥밥,한식 메인요리,쌀 두릅 바지락 양조간장 청주 참기름
애호박 관자 솥밥,간단요리 한식 메인요리,쌀 키조개 슬라이스 관자 애호박 다시마 냉침 육수 버터 새우젓 소금 포도씨유
단호박 김치 새우 솥밥,초대요리 한식 메인요리,쌀 단호박 익은 김치 새우(대하) 들기름 청주 양조간장
연어 솥밥,초대요리 메인요리,쌀 스테이크용 연어 청피망 다시마 냉침 육수 다시마 냉침 육수 양조간장 맛술 포도씨유
꼬막 솥밥,양식 메인요리,쌀 꼬막 청양고추 쪽파 다시마 육수 양조간장 고춧가루 올리고당 통깨 참기름 청주
오징어 어묵 덮밥,한식 메인요리,갓 지은 솥밥 오징어(몸통) 어묵(사각어묵) 청피망 양파 대파 고추기름 양조간장 굴소스 다진 마늘 맛술 참기름 다시마 냉침 육수 올리고당 참기름
쑥 주먹밥,간식 간단요리 한식 메인요리,데친 쑥 잔 멸치 다진 견과류 통깨 밥 올리고당 간장 설탕 참기름 국간장 소금 깨소금 참기름 소금 깨소금
쑥국,메인요리 간단요리 한식,데친 쑥 멸치 다시마 육수 쪽파 양파 청고추 홍고추 된장
쑥 찹쌀전,간단요리 한식 메인요리,데친 쑥 양파 식용유 찹쌀가루 소금 물 간장 설탕 식초 다진 양파 다진 청양고추 고춧가루 통깨
간장치킨 타코,양식 메인요리,토르티야 닭다리살 양파 파프리카 (빨/노) 소금 후춧가루 큐민 가루 체다 모차렐라 슈레드 치즈 올리브유 아보카도 토마토 라임즙 양파 다진 마늘 소금 파슬리 가루 (생략 가능) 후춧가루 간장 맛술 굴소스 스리라차 소스 소금 설탕 후춧가루
프로틴 바,간단요리 다이어트 간식,프로틴 가루 (초콜릿 맛) 아몬드 가루 (생략 가능) 구운 호두 마카다미아 오트밀 꿀 (또는 올리고당 알룰로스로 대체 가능) 코코넛 오일 (아보카도 오일 카놀라유로 대체 가능) 물 소금
두부면 샐러드,간단요리 다이어트 메인요리 키토,두부 면 샐러드 채소 칵테일 새우 적양파 오이 방울토마토 블랙 올리브 라임 (생략 가능) 소금 후춧가루 청주 간장 다진 마늘 올리브 오일 식초 꿀 (또는 설탕) 참기름
제주 고사리 삼겹살 구이,간단요리 한식 메인요리,제주 삼겹살 제주 생고사리 김치 감자 새송이버섯 마늘 멜젓 맛술 물 다진 마늘 고춧가루 마늘 양파 청양고추
소시지 토마토 스튜,양식 메인요리,제주맘 소시지 양파 양배추 마늘 통조림 콩 토마토소스 슈레드치즈 레드 와인 (생략 가능) 파프리카 가루 올리브 오일 월계수 잎 소금 후춧가루 파슬리 (생략 가능) 물
소시지 알감자 구이,초대요리 안주 메인요리,제주맘 소시지 알감자 적양파 (양파로 대체 가능) 파프리카 (노랑 빨강) 올리브오일 다진 마늘 소금 후춧가루 허브 가루 마요네즈 케첩 레몬즙 다진 마늘 파프리카 파우더 파마산 치즈가루
믹스 과일청 ,간식,딸기 키위 파인애플 오렌지 블루베리 설탕 레몬즙
구운 채소 샌드위치,메인요리 간식 다이어트 채식,빵 애호박 파프리카 토마토 루꼴라 (생략 가능) 비건 바질페스토 가지 올리브 오일 소금 후춧가루
병아리콩 샌드위치,간식 간단요리 다이어트 채식,빵 치커리 오이 비건 마요네즈 불린 병아리콩 물 통깨 올리브오일 카레 가루 파프리카 가루 소금 후춧가루
비건 반미 샌드위치,메인요리 간식 간단요리 다이어트 채식,바게트 오이 당근 무 팽이버섯 청양고추 홍고추 고수 식초 비정제 설탕 소금 간장 맛술 스위트 칠리소스 후춧가루 비건 마요네즈 스리라차 소스 올리고당
돼지감자 소테,간단요리 밑반찬,돼지감자 올리브 오일 소금 발사믹 식초
양배추 오이 샐러드,간단요리 밑반찬,양배추 오이 비트 양파 올리브 오일 소금 애플 비니거 (유기농 사과 식초) 간장
무 찜 조림,간단요리 밑반찬,무(작은 것) 다시마 물 소금 간장
껍질 강낭콩 두부 무침,간단요리 밑반찬,호박 껍질 강낭콩 두부 올리브 오일 소금 애플 비니거 (유기농 사과 식초)
고야두부 찜 볶음,밑반찬 간단요리,소송채 만가닥버섯 고야두부 올리브 오일 소금
미더덕 된장찌개,메인요리 한식,미더덕 무 애호박 두부 양파 대파 청양고추 홍고추 (생략 가능) 멸치 다시다 육수 된장 고춧가루
미더덕 콩나물 찜,간단요리 한식 안주 메인요리,미더덕 콩나물 미나리 멸치 다시마 육수 양파 대파 참기름 통깨 식용유 고춧가루 다진 마늘 간장 맛술 후춧가루 전분 물
양념게장 ,한식 메인요리,꽃게 (냉동) 양파 청양고추 홍고추 쪽파 청주 고춧가루 간장 물엿 매실청 설탕 참치액젓 다진 마늘 통깨 생강가루 후춧가루
간장게장,한식 메인요리,꽃게 (암게) 홍고추 청양고추 마늘 레몬 (생략 가능) 가다랑어포 물 다시마 (사방 6cm) 사과 마늘 생강 (마늘 한쪽 사이즈) 양파 대파 건고추 통후추 간장 맛술 청하 설탕 매실청
꼬막장 ,메인요리 간단요리 밑반찬 한식,꼬막 청주 대파 양파 청양고추 홍고추 통깨 간장 고춧가루 맛술 설탕 올리고당 생강즙 다진 마늘 참기름 깨소금 후춧가루
토마토 콜드 파스타,메인요리 초대요리 간단요리,카펠리니면 토마토 마리네이드 부라타치즈 올리브오일
오이 볶음,채식 한식 밑반찬,오이 홍고추 소금 식용유 들기름 통깨
청포묵 무침,채식 한식 밑반찬,청포묵 쪽파 홍고추 통깨 조미김 소금 참기름 간장
토마토 마리네이드 ,메인요리 간식 채식 양식 간단요리,방울토마토 적양파 올리브오일 발사믹 식초 꿀 (올리고당으로 대체 가능) 레몬즙 파슬리가루 후춧가루 소금
키위마말랭 토스트,간단요리 분식 간식,식빵 양배추 달걀 버터 슬라이스 치즈 슬라이스 햄 옥수수 콘 (생략 가능) 키위마말랭 마요네즈 연유
애호박 볶음,채식 한식 밑반찬,애호박 다진 마늘 통깨 식용유 참기름 채수 소금 다진 파 후추
영귤 소바,간단요리 일식 메인요리,영귤 메밀면 무 (생략 가능) 고추냉이 쯔유 물 영귤즙 영귤청
베이컨 대파 볶음밥,메인요리 간단요리,대파 마늘 밥 베이컨 슬라이스 (또는 햄) 참기름 통깨 식용유 달걀 굴 소스 간장 소금 후춧가루
몽글몽귤 차지키 소스와 케밥,양식 메인요리,닭다리살 인도식 난 (또는 토르티야) 토마토 오이 적양파 양배추 올리브 오일 다진 마늘 말린 허브 가루 소금 후춧가루 파프리카 파우더 (생략 가능) 간장 맛술 굴소스 설탕 후춧가루 그릭요거트 오이 몽글몽귤 올리브 오일 다진 마늘 다진 딜 소금 후춧가루
전복 칼파쵸,퓨전,전복 정종 물 빨강 노랑 초록 파프리카 무 소금 가쓰오 다시 현미식초 미림 연간장 설탕
해삼 들깨 소스 초회, ,해삼 오이 산마 다시마 정종 소금 들깨 가쓰오 다시 현미식초 연간장 미림 진간장
배 새우 두부 무침,일식,배 새우 완두콩 순두부 땅콩버터 진간장 정종 미림 벌꿀 시판 깨소스 소금
살치살 덮밥,메인요리,밥 소고기 살치살 씻은 김치 양파 백만송이버섯 실파 건표고버섯 진간장 물엿 설탕 물 대파 와사비 마늘 생강 통후추
굴 레몬 초회, ,석화 레몬 양파 다시마 (5cm 너비) 믹스 샐러드 샐러드 소스 현미식초 진간장 미림 설탕 소금
반건조 오징어 온소바,일식,반건조 오징어 소바 면 청경채 우엉 우동 다시
단호박 양갱,일식 간식,단호박 물 잣 호두 한천가루 설탕 꿀
호박고구마 푸딩,간식,고구마 우유 두유 설탕 판 젤라틴 물 설탕 생강즙
전복 시소말이 튀김,일식,전복 시소 달걀물 박력분 식용유 가쓰오 다시 미림 진간장 무 간 것
금태 술찜,일식,금태 산마 간 것 빨간 파프리카 정종 소금 가쓰오 다시 레몬 연간장 설탕 감자전분
오징어 소면,간단요리,갑오징어 소바 다시 정종 생강 간 것 실파
볼락 간장 조림,메인요리,볼락 생강 우엉 마늘쫑 진간장 설탕 물엿 정종 물
물오징어 빵꼬아게,일식,물오징어 빵가루 달걀(달걀물용) 박력분 식용유 단무지 오이 와사비 마요네즈
낫토 산마 소바,일식,소바 면 산마 간 것 낫토 만가닥버섯 김 대파 와사비 소바 다시
미소쿠키,간식,달걀노른자 잣 무염버터 백된장 보리된장 박력분 설탕 물엿 쌀가루
옥도미 맑은 국,일식,옥도미 무 구운 대파 유자 껍질 물 정종 다시마 소금
낙지 미역 미소 무침, ,낙지 불린 미역 레디쉬 정종 소금 백된장 겨자 현미식초 마요네즈
대구지리,메인요리,대구 두절 콩나물 배추 무 느타리버섯 판두부 물 다시마 쑥갓 정종 소금 유자 껍질(또는 레몬) 폰즈 소스 아까오로시 실파
토란 팥만쥬,간식,토란 찹쌀 가루 박력분 적앙금 호두 설탕 샐러드 오일
문어 산마 샐러드,메인요리,문어다리(1kg 기준) 산마 다시마 믹스 샐러드 소금 샐러드 소스 현미 식초 진간장 설탕 연간장 미림
고기 수박 우동,일식,소고기 샤브용 수박 흰 부분 긁어낸 것 수박 새우 물 다시마 건가리비(또는 건멸치) 건새우 오쿠라 우동면 연간장 후추
찬 잣소면,일식,소면 새우 오이 매생이 구기자 잣 잣 우유 두유 가쓰오 다시 설탕 소금
고등어 미소 조림,일식,고등어 무 꽈리고추 생강 백된장 물 정종 설탕 연간장
스키야키,일식,소고기 등심(0.5cm 두께로 자른 것) 달걀 판두부 우엉 양파 대파 느타리버섯 가쓰오 다시 쑥갓 진간장 미림 설탕 다시마 (사방 10cm)
두유 푸딩,간식,두유 물 설탕 판 젤라틴 풋콩 적앙금 설탕 물 소금
야끼 오니기리, ,밥 연어살 명란젓 가쓰오부시 진간장 소금 깨
미소 시루,일식,다시마 가쓰오부시 가쓰오 다시 정종 미림 건미역 연두부 팽이버섯 국산 된장 일본 미소시루용 된장 정종 미림
대게 돌솥밥,메인요리,대게 생강 쌀 가쓰오 다시 정종 미림 연간장 참나물
일본풍 등심 스테키,메인요리 키토,소고기 등심 새송이버섯 빨간 파프리카 양파 버터 소금 후추 올리브오일 로즈마리 양파 간 것 마늘 간 것 생강 간 것 현미식초 레드와인 진간장 미림 술 설탕
표고버섯 파프리카 볶음,간단요리 채식 한식 밑반찬,표고버섯 양파 당근 파프리카 다진 마늘 식용유 통깨 참기름 간장 채수 소금 후춧가루
두릅 초무침,밑반찬 한식 간단요리,두릅 소금 대파 청양고추 (생략 가능) 홍고추 (생략 가능) 참기름 통깨 고추장 고춧가루 간장 다진 마늘 설탕 매실액 식초 통깨
마늘종 고추장 볶음,간단요리 채식 한식 밑반찬,마늘종 소금 식용유 참기름 통깨 고추장 고춧가루 간장 채수 올리고당
연근조림,채식 한식 밑반찬,연근(작은 사이즈) 식초 소금 올리고당 참기름 통깨 간장 맛술 설탕 올리브유 올리고당
두릅 소고기 말이,초대요리 한식 메인요리,두릅 소고기 (불고기감) 식용유 전분 통깨 소금 후춧가루 청주 소금 간장 맛술 올리고당 물 참기름 후춧가루 실고추 (생략가능) 쪽파 (생략 가능)
채소 춘권,중식,당근 샐러리 닭가슴살 마늘 다진마늘 굴소스 고추기름 치킨파우더 참기름 설탕 백후추 설탕 물전분 춘권피 밀가루풀(물1:밀가루1)
날치알 수정교자,중식,새우 죽순 돼지고기 A 지방 날치알 감자전분 치킨파우더 설탕 백후추 소금 참기름 밀전분 감자전분 끓는 물 기름 소금
물교자,중식,갈은 삼겹살 알새우 갈은 돼지고기 A 지방 총장즙 치킨파우더 참기름 소금 설탕 백후추 밀가루 물 소금
커스터드 수정교자,퓨전,밀가루 설탕 생크림 연유 우유 옥수수가루 달걀 밀전분 감자전분 끓는 물 기름 소금
도깨비 방망이,메인요리,새우 물밤 죽순 돼지고기 A 지방 식빵 감자전분 치킨파우더 참기름 설탕 소금 백후추 달걀 참기름
완탕면,메인요리,갈은 삼겹살 새우 쪽파 면 표고버섯 닭 육수 치킨파우더 소금 백후추 참기름 설탕 굴소스
게살 육즙교자,중식,갈은 삼겹살 불린 샤미 돼지고기 A 지방 총장즙 소금 참기름 백후추 치킨파우더 설탕 닭 육수 판 젤라틴 설탕 중력분 강력분 물
샤오마이,중식,새우 돼지고기 등심 표고버섯 죽순 돼지고기 A 지방 총장즙 감자전분 소금 설탕 치킨파우더 백후추 참기름 청주 강력분 달걀 노른자 물 소금
쌀가루 전병,중식,새우 죽순 표고버섯 불린 샤미 돼지고기 A 지방 치킨파우더 감자전분 참기름 백후추 설탕 간장 물 백후추 설탕 노두유 쪽파 생강 표고버섯 찹쌀가루 감자전분 밀전분 물 기름
흑식초 오이절임,밑반찬,오이 홍고추 생강 팔각 흑식초 물 설탕 간장 치킨파우더
조염 옥수수,간식,옥수수 잣 식용유 쪽파 감자전분 설탕 산초가루 백후추 치킨파우더 소금
흑식초 다시마 무침,밑반찬,다시마 쪽파 홍고추 고수 다진 마늘 식초 식용유 산초가루 깨 생강즙 흑식초 소금 참기름 치킨파우더 간장
무떡,중식,무 불린 샤미 표고버섯 돼지고기 A 지방 굴소스 참기름 소금 다진마늘 치킨파우더 찹쌀가루 감자전분 물 기름
바나나 튀김,간식,단팥앙금 바나나 기름 감자전분 박력분 베이킹파우더 식용유 찬물
러우위,중식,다진마늘 오이 적채 당근 채 썬 삼겹살 건고추 간장 땅콩버터 식초 다진마늘 설탕 참기름 감자전분 밀전분 끓는 물 찬물 식용유
